id,type,name,name_en,area,phone,fax,hours_weekly_range,hours,address,city,lat,lng,distance
776,2,Sucursal Aguas Buenas,Aguas Buenas Branch,PR,787-732-3591,787-732-3119,FALSE,LMMJVSD,"""Calle Muñoz Rivera 20, Aguas Buenas, PR""",Aguas Buenas,18.256529,-66.10317,55.50588044
777,2,Sucursal San Alfonso,San Alfonso Branch,PR,787-743-6626,787-743-2666,FALSE,LMMJVSD,"""Plaza San Alfonso Carr. 1  Ave. Degetau, Esq. Gautier Benitez, Caguas, PR""",Caguas,18.223313,-66.03976,51.14643477
778,2,Sucursal Cayey Montellano,Cayey Montellano Branch,PR,787-738-2828,787-263-5842,FALSE,LMMJVSD,"""Carr. 1 Km. 56.6, Bo. Montellanos, Cayey, PR""",Cayey,18.116082,-66.146614,58.7400799
779,2,Sucursal Condadito,Condadito Branch,PR,787-746-4000,787-749-4300,FALSE,LMMJVSD,"""Calle Amapola 14, Urb. Condadito, Caguas, PR""",Caguas,18.236953,-66.026443,50.20876984
780,2,Sucursal Lomas Verdes,Lomas Verdes Branch,PR,787-787-1030,787-798-7373,FALSE,LMMJVSD,"""Ave. Lomas Verdes Sur, Urb. Royal Palm 1-A-100, Bayamon, PR""",Bayamon,18.382771,-66.144535,58.40273253
781,2,Sucursal Bayamon Center,Bayamon Center Branch,PR,787-787-5049,787-993-6452,FALSE,LMMJVSD,"""Edif. 300, Ave. Ramon Rodriguez, Urb. Flamboyan Gardens, Bayamon, PR""",Bayamon,18.391952,-66.157788,59.33105481
782,2,Sucursal Comerio,Comerio Branch,PR,787-875-2675,787-875-4606,FALSE,LMMJVSD,"""Calle Georgetti 57, Comerio, PR""",Comerio,18.219212,-66.225495,64.00979303
783,2,Sucursal Corozal,Corozal Branch,PR,787-859-2636,787-993-6478,FALSE,LMMJVSD,"""Corozal Plaza Shopping Center, Carr. 159 Km. 15.1, Corozal, PR""",Corozal,18.34221,-66.31126,69.91877349
785,2,Sucursal Vega Alta,Vega Alta Branch,PR,787-883-2530,787-883-8419,FALSE,LMMJVSD,"""Centro Gran Caribe Mall, Carr. 2 Km. 29.7, Vega Alta, PR""",Vega Alta,18.413592,-66.3282,71.1540914
786,2,Sucursal Dorado,Dorado Branch,PR,(787) 796-2010,787-796-7854,FALSE,LMMJVSD,"""Calle Mendez Vigo 349, Edif. Pabellón Comercial, Dorado, PR""",Dorado,18.460564,-66.266074,66.93102727
787,2,Sucursal Toa Alta,Toa Alta Branch,PR,787-870-2050,787-870-1095,FALSE,LMMJVSD,"""Carr. 165 Km. 11.5, Toa Alta, PR""",Toa Alta,18.391081,-66.253186,65.93438373
788,2,Manatí Popular Center,Manatí Popular Center,PR,787-854-2030,787-854-2206,FALSE,LMMJVSD,"""Monte Real Shopping Center, Carr. 2 km 45.6, Espacio #5, Manati, PR""",Manati,18.392008,-66.157724,59.32669385
789,2,Sucursal Vega Baja,Vega Baja Branch,PR,787-858-1331,787-858-2350,FALSE,LMMJVSD,"""Carr. 2, Marginal, Km. 38.2, Vega Baja, PR""",Vega Baja,18.44597,-66.386033,75.20185279
790,2,Sucursal Ciales,Ciales Branch,PR,787-871-3100,787-871-1295,FALSE,LMMJVSD,"""Calle Palmer 46 A, Ciales, PR""",Ciales,18.334212,-66.468578,80.81527484
791,2,Sucursal Morovis,Morovis Branch,PR,787-862-2160,787-862-1549,FALSE,LMMJVSD,"""Carr. PR 155, Int. Carr. PR 6623, Morovis Sur, Morovis, PR""",Morovis,18.322991,-66.406107,76.48370743
792,2,Sucursal Barceloneta Prime Outlets,Barceloneta Prime Outlets Branch,PR,787-846-3100,787-993-6841,FALSE,LMMJVSD,"""Barceloneta Prime Outlets Shopping Center, Carr. 2, Km. 54.8 & PR 140, Barceloneta, PR""",Barceloneta,18.43793,-66.542382,86.01040733
793,2,Sucursal Utuado,Utuado Branch,PR,787-894-2700,787-894-2415,FALSE,LMMJVSD,"""93 Calle Dr. Cueto, Utuado, PR""",Utuado,18.266321,-66.704076,97.13348391
795,2,Sucursal Hatillo,Hatillo Branch,PR,787-898-4160,787-262-2034,FALSE,LMMJVSD,"""Carr. 2 Km. 86.6, Bo. Pueblo, Hatillo, PR""",Hatillo,18.488495,-66.800418,103.9372745
796,2,Sucursal Camuy,Camuy Branch,PR,787-898-4950, 787-993-6503,FALSE,LMMJVSD,"""160 Ave. Muñoz Rivera Oeste, Camuy, PR""",Camuy,18.483516,-66.847925,107.2181721
797,2,Sucursal Cruce Davila,Cruce Davila Branch,PR,787-846-4620,787-846-5548,FALSE,LMMJVSD,"""Carr. 2 Km. 57.3, Bo. Cruce Davila, Barceloneta, PR""",Barceloneta,18.434912,-66.547615,86.36886841
798,2,Sucursal Ponce Plaza (Frente Alcaldia),Ponce Plaza Branch,PR,787-843-8000,787-993-6475,FALSE,LMMJVSD,"""Edificio Ponce Plaza, Plaza Degetau, Esq. Calle Comercio, Ponce, PR""",Ponce,18.011315,-66.613342,91.21082449
799,2,Sucursal Coamo,Coamo Branch,PR,787-825-1135,787-993-6461,FALSE,LMMJVSD,"""Calle Mario Brashi 7 Bajos, Coamo, PR""",Coamo,18.081062,-66.35688,73.33852738
800,2,Sucursal Florida,Florida Branch,PR,787-822-0829,787-822-2415,FALSE,LMMJVSD,"""Calle Muñoz Rivera 225, Florida, PR""",Florida,18.363056,-66.567401,87.67484304
801,2,Sucursal Orocovis,Orocovis Branch,PR,787-867-2425,787-867-4395,FALSE,LMMJVSD,"""Carr. 155 Km. 24.5, Salida Hacia Coamo, Orocovis, PR""",Orocovis,18.226985,-66.392722,75.58363867
802,2,Sucursal Yauco Plaza,Yauco Plaza Branch,PR,787-267-8000,787-993-6431,FALSE,LMMJVSD,"""Yauco Plaza Shopping Center II, Carr. 128 Int. #2 Carr. 663, Yauco, PR""",Yauco,18.026613,-66.854406,107.8231595
803,2,Sucursal Guayama Mall,Guayama Mall Branch,PR,787-866-0185,787-993-6430,FALSE,LMMJVSD,"""Carr. 3 Km. 134.9, Ave. Los Veteranos, Guayama, PR""",Guayama,17.97918,-66.097972,55.89406624
804,2,Sucursal San Sebastian Pueblo,San Sebastian Pueblo Branch,PR,(787) 896-2275,787-896-9330,FALSE,LMMJVSD,"""Carr. 111, Int. 446 Km. 18 Bo. Guatemala, San Sebastian, PR""",San Sebastian,18.347331,-66.998766,117.5558781
806,2,Sucursal Ramey,Ramey Branch,PR,787-890-4141,787-890-5575,FALSE,LMMJVSD,"""17 West Parade, Antigua Base Ramey, Aguadilla, PR""",Aguadilla,18.500717,-67.139216,127.4031388
807,2,Sucursal Isabela,Isabela Branch,PR,787-872-3100,787-993-6490,FALSE,LMMJVSD,"""Plazoleta de Isabela Barrio Mora, Carr. #4494 Este Km.1 Int. Carr.#2, Isabela, PR""",Isabela,18.47269,-67.0242,119.407504
808,2,Sucursal Quebradillas,Quebradillas Branch,PR,787-895-2530,787-895-1367,FALSE,LMMJVSD,"""108 Calle Honorio Hernandez, Quebradillas, PR""",Quebradillas,18.473738,-66.937841,113.4298218
809,2,Sucursal Moca,Moca Branch,PR,787-877-2880,787-877-4800,FALSE,LMMJVSD,"""Calle Jose Calazan 108, Moca, PR""",Moca,18.396032,-67.114025,125.5637162
810,2,Sucursal Aguada,Aguada Branch,PR,787-868-2380,787-993-6463,FALSE,LMMJVSD,"""Ave. Nativo Alers, Desvio Sur, Aguada, PR""",Aguada,18.377693,-67.190159,130.829132
811,2,Sucursal Rincon,Rincon Branch,PR,787-823-2260,787-823-2261,FALSE,LMMJVSD,"""Carr. 115 Km. 12.4, Calle Albizu Campos, Rincon, PR""",Rincon,18.330209,-67.248696,134.8707988
812,2,Sucursal Mayaguez Suau,Mayaguez Suau,PR,787-831-6845,787-993-6432,FALSE,LMMJVSD,"""1 Calle Suau, Mayaguez, PR""",Mayaguez,18.203902,-67.145852,127.7708176
813,2,Sucursal San Germán Plaza del Oeste,San Germán Plaza del Oeste Branch,PR,787-264-2595,787-264-2210,FALSE,LMMJVSD,"""Plaza del Oeste Shopping Center, Carr. 2, Ave. Casto Perez, San German, PR""",San German,18.090518,-67.030125,119.8681178
814,2,Sucursal Muñoz Rivera,Muñoz Rivera Branch,PR,787-767-1150,787-765-8235,FALSE,LMMJVSD,"""Ave. Muñoz Rivera 1125, San Juan, PR""",San Juan,18.399274,-66.05584,52.2857492
815,2,Sucursal Aeropuerto Luis Muñoz Marín,Aeropuerto Luis Muñoz Marín Branch,PR,787-791-0325,787-791-8400,FALSE,LMMJVSD,"""Aeropuerto Luis Muñoz Marin, Primer Piso Terminal B, Carolina, PR""",Carolina,18.438711,-66.004862,48.83660675
816,2,Sucursal Montehiedra,Montehiedra Branch,PR,787-287-6060,787-287-6070,FALSE,LMMJVSD,"""Carr. Los Romero Km. 1.9, Bo. Caimito, San Juan, PR""",San Juan,18.340383,-66.071112,53.28106797
817,2,Sucursal Reparto Metropolitano,Reparto Metropolitano Branch,PR,787-758-8500,787-764-2625,FALSE,LMMJVSD,"""1008 Ave. Americo Miranda, Reparto Metropolitano Shopping Center, San Juan, PR""",San Juan,18.400684,-66.075377,53.6396064
818,2,Sucursal Fajardo,Fajardo Branch,PR,787-863-0101,787-993-6434,FALSE,LMMJVSD,"""Ave. Garrido Morales Final, Carr. 3, Fajardo, PR""",Fajardo,18.326204,-65.65548,24.4821822
819,2,Sucursal Vieques,Vieques Branch,PR,(787) 741-2071,787-741-2073,FALSE,LMMJVSD,"""Calle Muñoz Rivera 115, Vieques, PR""",Vieques,18.14891,-65.44245,10.67000129
820,2,Sucursal Santa Rosa,Santa Rosa Branch,PR,787-798-6688,787-786-9035,FALSE,LMMJVSD,"""Santa Rosa Shopping Center, Carr. 2, Bayamon, PR""",Bayamon,18.39047,-66.15684,59.26361451
823,2,Sucursal Plaza del Caribe,Plaza del Caribe Branch,PR,787-848-5260,787-993-6420,FALSE,LMMJVSD,"""2050 Ponce ByPass, Plaza del Caribe, Segundo Nivel Suite 420, Ponce, PR""",Ponce,17.992836,-66.611636,91.1416192
824,2,Sucursal Guayanilla,Guayanilla Branch,PR,787-835-3330,787-993-6486,FALSE,LMMJVSD,"""Calle Muñoz Rivera 38-40, Guayanilla, PR""",Guayanilla,18.018824,-66.791411,103.4870285
825,2,Sucursal Peñuelas,Peñuelas Branch,PR,787-836-1025,787-993-6528,FALSE,LMMJVSD,"""Calle Muñoz Rivera 318, Peñuelas, PR""",Peñuelas,18.054601,-66.721695,98.59565609
826,2,Sucursal Santa Isabel,Santa Isabel Branch,PR,787-845-5000,787-993-6423,FALSE,LMMJVSD,"""Carr. 153 Int. Carr. 542, Km. 57.7 Bo. Felicia Dos, Santa Isabel, PR""",Santa Isabel,18.010187,-66.383242,75.35265599
827,2,Sucursal Villalba,Villalba Branch,PR,787-847-4500,787-993-6539,FALSE,LMMJVSD,"""Calle Muñoz Rivera 69, Villalba, PR""",Villalba,18.128134,-66.492812,82.635623
828,2,Sucursal Ceiba,Ceiba Branch,PR,787-885-2001,787-993-6505,FALSE,LMMJVSD,"""Ave. Lauro Piñero 248, Ceiba, PR""",Ceiba,18.264809,-65.647834,23.96589993
829,2,Sucursal Luquillo,Luquillo Branch,PR,787-889-2610,787-993-6457,FALSE,LMMJVSD,"""Condominio Playa Azul, Carr. 193 Esq. Calle B, Luquillo, PR""",Luquillo,18.379767,-65.720274,29.0480392
830,2,Sucursal San Patricio Gallery,San Patricio Gallery Branch,PR,787-792-2960,787-792-5437,FALSE,LMMJVSD,"""Ave. Gonzalez Giusti, Bloque 9 B-10, Guaynabo, PR""",Guaynabo,18.406276,-66.105683,55.7448801
831,2,Sucursal Campo Rico,Campo Rico Branch,PR,787-769-5479,787-769-7355,FALSE,LMMJVSD,"""Ave. Roberto Sanchez Vilella (Antes Ave. Campo Rico), Esq. Expreso Loiza, Carolina, PR""",Carolina,18.41669,-65.98889,47.68613388
832,2,Sucursal Ponce Rambla,Ponce Rambla Branch,PR,787-843-5030,787-993-6422,FALSE,LMMJVSD,"""La Rambla Shopping Center, Ave. Tito Castro, Carr. 14, Ponce, PR""",Ponce,18.025925,-66.598247,90.13272393
833,2,Sucursal Patillas,Patillas Branch,PR,787-839-2130,787-993-6527,FALSE,LMMJVSD,"""Calle Muñoz Rivera 33, Esq Iglesias, Patillas, PR""",Patillas,18.005045,-66.014472,50.06879684
834,2,Sucursal San Patricio Mall,San Patricio Mall Branch,PR,787-273-0463,787-281-4172,FALSE,LMMJVSD,"""San Patricio Shopping Center, 1er Nivel, Guaynabo, PR""",Guaynabo,18.409108,-66.105382,55.72843984
835,2,Sucursal Añasco,Añasco Branch,PR,787-826-1520,787-826-1085,FALSE,LMMJVSD,"""Carr. 2 Km. 143.3, Esq. Carr. 402, Bo. Caracol, Añasco, PR""",Añasco,18.299274,-67.157884,128.5753705
836,2,Sucursal Albergue Olimpico,Albergue Olimpico Branch,PR,787-824-2071,,FALSE,LMMJVSD,"""Expreso Luis A. Ferré, Albergue Olimpico, Salinas, PR""",Salinas,18.035367,-66.238267,65.29327163
837,2,Sucursal Expreso Garden Hills ,Sucursal Expreso Garden Hills ,PR,787-781-6230,787-783-8850,FALSE,LMMJVSD,"""Garden Hills Plaza, Carr. 19 Int. Ave.Ramirez de Arellano, Guaynabo, PR""",Guaynabo,18.40032,-66.108542,55.93387957
839,2,Sucursal UPR Mayaguez,UPR Mayaguez Branch,PR,787-805-4745,787-834-7970,FALSE,LMMJVSD,"""Edif. Centro de Estudiantes Bajos, 259 Carr 2 Esq. Calle Post Norte, Mayaguez, PR""",Mayaguez,18.210366,-67.141003,127.4311277
840,2,Sucursal Humacao Palma Real,Humacao Palma Real Branch,PR,(787) 285-3333,787-993-6468,FALSE,LMMJVSD,"""Triumph Plaza Lote 5, Carr. 3 KM 83.6 Humacao, Humacao, PR""",Humacao,18.1468522,-65.8153763,35.82728779
841,2,Sucursal Galeria Los Paseos,Galeria Los Paseos Branch,PR,787-760-7550,787-760-7685,FALSE,LMMJVSD,"""100 Grand Boulevard, Ave. Felisa Rincon de Gautier, San Juan, PR""",San Juan,18.356875,-66.064133,52.80955906
842,2,Sucursal Yauco Pueblo,Yauco Pueblo Branch,PR,787-856-1072,787-993-6489,FALSE,LMMJVSD,"""Calle Betances, Esq. Mattei Lluberas, Yauco, PR""",Yauco,18.035665,-66.849208,107.4459338
843,2,Sucursal Lares,Lares Branch,PR,787-897-2525,787-897-2892,FALSE,LMMJVSD,"""Ave. Patriotas 562, Lares, PR""",Lares,18.295204,-66.877263,109.1294269
844,2,Sucursal Arecibo Aeropuerto,Arecibo Aeropuerto Branch,PR,787-881-0310,787-881-0307,FALSE,LMMJVSD,"""Carr. 2 Km. 69.8, Bo. Santana, Arecibo, PR""",Arecibo,18.44799,-66.676876,95.3329015
845,2,Sucursal Adjuntas,Adjuntas Branch,PR,787-829-2120,787-993-6492,FALSE,LMMJVSD,"""Calle San Joaquin 19-21, Adjuntas, PR""",Adjuntas,18.162395,-66.723616,98.56064477
846,2,Sucursal Jayuya,Jayuya Branch,PR,787-828-3350,787-993-6484,FALSE,LMMJVSD,"""Calle Guillermo Esteves 84, Jayuya, PR""",Jayuya,18.218572,-66.591992,89.39258217
847,2,Sucursal Juana Diaz,Juana Diaz Branch,PR,787-837-2400,787-993-6460,FALSE,LMMJVSD,"""Calle Comercio 90, Juana Diaz, PR""",Juana Diaz,18.052551,-66.505719,83.68151099
849,2,Sucursal Valencia Park,Valencia Park Branch,PR,787-782-0400,787-273-8643,FALSE,LMMJVSD,"""Edif. Telefonica Larga Distancia, Carr. 165 Lote 1, Guaynabo, PR""",Guaynabo,18.415132,-66.106429,55.81057422
850,2,Sucursal Arecibo Highway ,Arecibo Highway Branch,PR,787-879-2707,787-880-6094,FALSE,LMMJVSD,"""Plaza del Atlantico Mall, Carr. 2 Km. 80.4, Bo. San Daniel, Arecibo, PR""",Arecibo,18.478754,-66.759093,101.0637679
851,2,Sucursal Levittown,Levittown Branch,PR,787-795-6610,787-281-4225,FALSE,LMMJVSD,"""Ave. Los Dominicos, Esq. Rosa de Tejas, Toa Baja, PR""",Toa Baja,18.443782,-66.175584,60.64360137
852,2,Sucursal Hormigueros,Hormigueros Branch,PR,787-849-5050,787-849-4010,FALSE,LMMJVSD,"""Plaza Peregrinos, Carr. 2 Km. 164.5, Bo. Lavadero, Hormigueros, PR""",Hormigueros,18.133594,-67.112386,125.5105604
853,2,Sucursal Mayaguez Mall Centro,Mayaguez Mall Centro Branch,PR,787-834-2927,787-834-2913,FALSE,LMMJVSD,"""Centro Comercial Mayaguez Mall 975 Ave. Hostos, Suite 290, Mayaguez, PR""",Mayaguez,18.157398,-67.141678,127.516138
854,2,Sucursal Maricao,Maricao Branch,PR,787-838-3660,787-838-2890,FALSE,LMMJVSD,"""Baldorioty 4, Esq. Calle Zuzuaregui, Maricao, PR""",Maricao,18.180308,-66.979673,116.2757243
855,2,Sucursal Las Marias,Las Marias Branch,PR,(787) 827-3670,787-827-3719,FALSE,LMMJVSD,"""85 Calle Matías Brugman, Esq. Carr. 119 Km 49 Hm 3, Las Marias, PR""",Las Marias,18.252069,-66.990109,116.9573227
856,2,Sucursal Aguadilla Sur,Aguadilla Sur Branch,PR,787-891-9500,787-891-9561,FALSE,LMMJVSD,""" Carr. 2 Km. 129.2, Bo. Victoria, Aguadilla, PR""",Aguadilla,18.410426,-67.153324,128.2953014
857,2,Sucursal Orange Grove,Orange Grove Branch,VI,(340) 693-2902,340-693-2918,FALSE,LMMJVSD,"""3009 Orange Grove, Shopping Center, St. Croix, VI""",St. Croix,17.746361,-64.720753,43.4480078
858,2,Sucursal Sunny Isle,Sunny Isle Branch,VI,(340) 693-2935,340-693-2938,FALSE,LMMJVSD,"""Sunny Isle Shopping Center,  4500 Sion Farm, St. Croix, VI""",St. Croix,17.728972,-64.74765,41.92410934
859,2,Sucursal Hibiscus Alley,Hibiscus Alley Branch,VI,(340) 693-2822,340-693-2829,FALSE,LMMJVSD,"""34-35 Dronningens Gade, St. Thomas, VI""",St. Thomas,18.340825,-64.931783,25.69175554
860,2,Sucursal VI Popular Center,VI Popular Center Branch,VI,(340) 693-2704,340-693-2782,FALSE,LMMJVSD,"""193 Altona & Welgunst, Charlotte Amalie, St. Thomas, VI""",St. Thomas,18.338194,-64.945853,24.7145806
861,2,Sucursal Fort Mylner,Fort Mylner Branch,VI,(340) 693-2860,340-693-2868,FALSE,LMMJVSD,"""10-A Estate Charlotte Amalie, St. Thomas, VI""",St. Thomas,18.334978,-64.890097,28.57081854
862,2,Sucursal Sugar Estate,Sugar Estate Branch,VI,(340) 693-2880,340-693-2888,FALSE,LMMJVSD,"""Lockhart Gardens, Shopping Center 1-A, Estate Thomas, St. Thomas, VI""",St. Thomas,18.338933,-64.915047,26.84781562
863,2,Sucursal Tortola,Tortola Branch,VI,(284) 852-2600,284-494-5542,FALSE,LMMJVSD,"""1 Administration Road, Road Town, Tortola, VI""",Tortola,18.422669,-64.616761,47.62243593
864,2,Sucursal Red Hook,Red Hook Branch,VI,(340) 693-2873,340-693-2878,FALSE,LMMJVSD,"""Red Hook Shopping Center 1, 2 &3 Red Hook Quarters Estate Smith Bay, St. Thomas, VI""",St. Thomas,18.325633,-64.852661,31.15560512
865,2,Sucursal Sunshine Mall,Sunshine Mall Branch,VI,(340) 693-2970,340-713-5559,FALSE,LMMJVSD,"""Sunshine Mall 1, Estate Cane, Suite 201-203, St. Croix, VI""",St. Croix,17.706825,-64.842708,36.27753658
866,2,Sucursal Condado Gallery,Condado Gallery Branch,PR,787-721-1400,787-721-1408,FALSE,LMMJVSD,"""Ave. Roberto H. Todd 100, San Juan, PR""",San Juan,18.4527,-66.073639,53.61828171
867,2,Sucursal Mendez Vigo Mayaguez,Mendez Vigo Mayaguez Branch,PR,787-832-0475,787-834-7575,FALSE,LMMJVSD,"""Mendez Vigo 15 Oeste, Mayaguez, PR""",Mayaguez,18.202022,-67.141856,127.49511
869,2,Sucursal Aibonito,Aibonito Branch,PR,787-735-3681,787-735-8695,FALSE,LMMJVSD,"""Carr. 14, Km 51.3, Bo. El Roble, Aibonito, PR""",Aibonito,18.140785,-66.260428,66.54488868
870,2,Sucursal Barranquitas ,Barranquitas Branch,PR,787-857-4380,787-857-4240,FALSE,LMMJVSD,"""San Cristobal Mall, Carr. 156 Km. 7.1, Barranquitas, PR""",Barranquitas,18.105953,-66.175289,60.74469157
871,2,Sucursal Salinas,Salinas Branch,PR,787-824-2777,787-993-6459,FALSE,LMMJVSD,"""Calle Muñoz Rivera 1, Salinas, PR""",Salinas,17.996012,-66.271546,67.71816418
872,2,Sucursal Arroyo,Arroyo Branch,PR,787-839-2285,787-993-6498,FALSE,LMMJVSD,"""Carr. 753, Esq. Carr. 3, Arroyo, PR""",Arroyo,17.974715,-66.05801,53.18844002
873,2,Sucursal El Mercado Plaza,El Mercado Plaza,PR,787-869-3350,787-869-3311,FALSE,LMMJVSD,"""Carr. 152 Km. 14.6, Bo. Cedro Arriba, Naranjito, PR""",Naranjito,18.272377,-66.273093,67.26989874
874,2,Sucursal Ave. de 65 Infanteria Shopping Center,Ave. de 65 Infanteria Shopping Center Branch,PR,787-763-0606,787-763-0952,FALSE,LMMJVSD,"""Ave. 65 de Infanteria Shopping Center, San Juan, PR""",San Juan,18.395497,-66.041157,51.26415904
875,2,Sucursal Centro del Sur Mall - Ponce,Centro del Sur Mall - Ponce Branch,PR,787-840-3636,787-993-6421,FALSE,LMMJVSD,"""Ave. Boulevard, Miguel Pou 1497, Ponce, PR""",Ponce,18.012059,-66.601248,90.37449836
877,2,Sucursal Plaza Carolina,Plaza Carolina Branch,PR,787-752-8585,787-752-8519,FALSE,LMMJVSD,"""Exp. Loiza, Salida Ave. Fragoso, Ruta 26, Carolina, PR""",Carolina,18.391906,-65.975518,46.71742153
878,2,Sucursal Arecibo San Luis,Arecibo San Luis Branch,PR,787-878-4949,787-993-6497,FALSE,LMMJVSD,"""Ave. San Luis 614, Arecibo, PR""",Arecibo,18.468769,-66.73041,99.06504595
